Language,map_1000_1000,map_100_100,map_2000_2000,map_5000_5000,map_200_200,map_20000_20000,map_10000_10000,map_50000_50000,map_500_500
rust,0.018687009811401367,0.0034096240997314453,0.05679726600646973,0.27948522567749023,0.0038759708404541016,4.4117066860198975,1.1011559963226318,28.116056203842163,0.03269314765930176
bsq_tek1,0.06062889099121094,0.0026557445526123047,0.20011425018310547,1.2017097473144531,0.004573822021484375,18.918599367141724,5.407397508621216,0.08273100852966309,0.0169219970703125
