Language,map_1000_1000,map_100_100,map_7110_7110,map_6255_6255,map_7807_7807,map_2000_2000,map_5000_5000,map_200_200,map_10000_10000,map_1671_1671,map_500_500
rust,0.028595924377441406,0.004291534423828125,0.0036661624908447266,0.07549500465393066,0.0037016868591308594,0.09762787818908691,0.5845379829406738,0.00536036491394043,0.17168331146240234,0.016140222549438477,0.010226249694824219
bsq_tek1,0.061449527740478516,0.002392292022705078,0.0025866031646728516,0.002604961395263672,0.002461671829223633,0.22959065437316895,1.4254848957061768,0.004820346832275391,0.0020034313201904297,0.002271413803100586,0.018145084381103516
