Language,map_1000_1000,map_100_100,map_2000_2000,map_5000_5000,map_200_200,map_10000_10000,map_500_500
rust,0.026803016662597656,0.003964424133300781,0.10377740859985352,0.29965758323669434,0.0030171871185302734,1.152456521987915,0.0054628849029541016
bsq_tek1,0.062268733978271484,0.002715587615966797,0.23784875869750977,1.5051264762878418,0.004879474639892578,6.0099053382873535,0.017228364944458008
